Start Time, Client Name, Tables Archived, End Time, Total Time
2018-10-25 18:34:43,one,table1,2018-10-25 18:34:43,0.158
2018-10-25 18:34:43,one,table2,2018-10-25 18:34:43,0.205
2018-10-25 18:35:49,one,table1,2018-10-25 18:35:49,0.008
2018-10-25 18:35:49,one,table2,2018-10-25 18:35:49,0.008
